Data;Descrição;Cor;Quantidade;Valor;Situação;Cliente_ID;Região;Canal_Venda;Desconto;Campanha_Marketing;Categoria_Produto;Valor_Final;Ticket_Medio
2025-03-13;Parafuso;Verde;6;41.00;Não pago;1024;Sul;Online;15;Nenhuma;Material;209.10;223.20
2025-03-13;Alicate;Azul;1;36.00;Não pago;1076;Norte;Loja Física;10;Campanha B;Ferramenta;32.40;207.96
2025-03-13;Marreta;Azul;6;40.00;Pago;1087;Sul;Online;5;Campanha B;Ferramenta;228.00;241.42
2025-03-13;Marreta;Preto;7;95.00;Não pago;1061;Oeste;Online;15;Campanha A;Ferramenta;565.25;226.50
2025-03-13;Parafuso;Vermelho;2;60.00;Pago;1094;Sul;Loja Física;10;Campanha A;Material;108.00;198.10
2025-03-13;Fita;Preto;9;15.00;Pago;1014;Sul;Online;0;Nenhuma;Material;135.00;236.87
2025-03-13;Fita;Vermelho;8;78.00;Pago;1069;Oeste;Online;5;Nenhuma;Material;592.80;201.87
2025-03-13;Lanterna;Preto;9;99.00;Não pago;1009;Sul;Online;5;Campanha B;Eletrônico;846.45;246.80
2025-03-13;Alicate;Azul;4;88.00;Não pago;1072;Norte;Loja Física;5;Nenhuma;Ferramenta;334.40;261.87
2025-03-13;Alicate;Amarelo;4;30.00;Não pago;1068;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;114.00;231.92
2025-03-13;Cola;Vermelho;8;30.00;Pago;1043;Oeste;Loja Física;15;Campanha A;Material;204.00;244.02
2025-03-13;Parafuso;Verde;1;27.00;Não pago;1040;Sul;Loja Física;0;Nenhuma;Material;27.00;223.79
2025-03-13;Fita;Verde;8;40.00;Não pago;1082;Leste;Online;10;Campanha A;Material;288.00;190.40
2025-03-13;Martelo;Azul;7;78.00;Não pago;1019;Leste;Loja Física;15;Campanha A;Ferramenta;464.10;224.82
2025-03-13;Marreta;Preto;7;45.00;Não pago;1096;Oeste;Loja Física;15;Campanha B;Ferramenta;267.75;230.83
2025-03-13;Alicate;Preto;9;75.00;Não pago;1036;Leste;Loja Física;5;Campanha B;Ferramenta;641.25;249.16
2025-03-13;Marreta;Azul;7;47.00;Pago;1094;Norte;Online;15;Campanha A;Ferramenta;279.65;198.10
2025-03-13;Marreta;Verde;2;90.00;Não pago;1038;Sul;Online;0;Nenhuma;Ferramenta;180.00;254.10
2025-03-13;Cola;Verde;1;56.00;Não pago;1076;Norte;Loja Física;15;Nenhuma;Material;47.60;207.96
2025-03-13;Fita;Preto;1;54.00;Não pago;1069;Norte;Online;15;Nenhuma;Material;45.90;201.87
2025-03-13;Alicate;Vermelho;7;85.00;Pago;1007;Centro-Oeste;Loja Física;10;Campanha A;Ferramenta;535.50;236.13
2025-03-13;Marreta;Amarelo;5;9.00;Não pago;1042;Sul;Online;15;Campanha B;Ferramenta;38.25;211.40
2025-03-13;Alicate;Vermelho;4;65.00;Pago;1009;Oeste;Loja Física;0;Nenhuma;Ferramenta;260.00;246.80
2025-03-13;Martelo;Verde;5;70.00;Pago;1040;Leste;Online;5;Campanha A;Ferramenta;332.50;223.79
2025-03-13;Cola;Vermelho;6;1.00;Não pago;1003;Centro-Oeste;Loja Física;5;Campanha B;Material;5.70;228.96
2025-03-13;Martelo;Amarelo;6;86.00;Pago;1077;Norte;Online;0;Nenhuma;Ferramenta;516.00;243.96
2025-03-13;Alicate;Vermelho;1;13.00;Pago;1003;Leste;Online;5;Campanha A;Ferramenta;12.35;228.96
2025-03-14;Lanterna;Vermelho;2;38.00;Pago;1023;Sul;Loja Física;5;Campanha A;Eletrônico;72.20;242.16
2025-03-14;Alicate;Vermelho;3;45.00;Não pago;1020;Norte;Loja Física;15;Campanha B;Ferramenta;114.75;229.44
2025-03-14;Fita;Vermelho;4;40.00;Pago;1009;Norte;Online;0;Campanha B;Material;160.00;246.80
2025-03-14;Marreta;Azul;6;95.00;Não pago;1045;Sul;Online;10;Nenhuma;Ferramenta;513.00;230.76
2025-03-14;Marreta;Verde;9;15.00;Não pago;1088;Oeste;Loja Física;15;Campanha B;Ferramenta;114.75;260.44
2025-03-14;Martelo;Amarelo;2;50.00;Pago;1069;Centro-Oeste;Loja Física;0;Campanha A;Ferramenta;100.00;201.87
2025-03-14;Cola;Verde;8;2.00;Pago;1079;Sul;Online;15;Nenhuma;Material;13.60;243.07
2025-03-14;Lanterna;Azul;9;53.00;Pago;1043;Leste;Online;0;Campanha A;Eletrônico;477.00;244.02
2025-03-14;Parafuso;Azul;2;95.00;Não pago;1091;Leste;Loja Física;5;Campanha A;Material;180.50;207.33
2025-03-14;Marreta;Azul;9;26.00;Não pago;1099;Norte;Loja Física;10;Campanha A;Ferramenta;210.60;238.75
2025-03-14;Fita;Azul;7;66.00;Pago;1032;Centro-Oeste;Online;15;Campanha A;Material;392.70;240.44
2025-03-14;Martelo;Vermelho;9;75.00;Pago;1093;Oeste;Online;5;Nenhuma;Ferramenta;641.25;254.28
2025-03-14;Martelo;Verde;6;33.00;Não pago;1035;Oeste;Online;0;Campanha A;Ferramenta;198.00;232.19
2025-03-14;Parafuso;Preto;2;82.00;Não pago;1024;Leste;Loja Física;15;Campanha B;Material;139.40;223.20
2025-03-14;Fita;Amarelo;8;85.00;Não pago;1012;Oeste;Online;10;Campanha A;Material;612.00;233.55
2025-03-14;Cola;Azul;9;59.00;Pago;1038;Leste;Loja Física;10;Campanha A;Material;477.90;254.10
2025-03-14;Fita;Verde;8;95.00;Pago;1078;Centro-Oeste;Online;15;Nenhuma;Material;646.00;242.70
2025-03-14;Cola;Azul;2;26.00;Não pago;1037;Norte;Online;5;Nenhuma;Material;49.40;222.72
2025-03-14;Fita;Azul;8;50.00;Não pago;1029;Leste;Loja Física;10;Nenhuma;Material;676.80;241.29
2025-03-14;Fita;Azul;3;21.00;Pago;1013;Centro-Oeste;Loja Física;15;Campanha B;Material;53.55;219.01
2025-03-14;Alicate;Azul;3;49.00;Não pago;1049;Leste;Loja Física;15;Campanha A;Ferramenta;124.95;215.84
2025-03-14;Martelo;Azul;9;80.00;Pago;1067;Indefinida;Online;15;Campanha A;Ferramenta;612.00;238.80
2025-03-14;Fita;Amarelo;9;71.00;Não pago;1000;Leste;Online;0;Campanha B;Material;639.00;235.80
2025-03-14;Parafuso;Verde;9;86.00;Não pago;1060;Centro-Oeste;Loja Física;10;Campanha B;Material;696.60;230.64
2025-03-14;Fita;Azul;4;71.00;Não pago;1002;Oeste;Online;15;Nenhuma;Material;241.40;277.32
2025-03-14;Marreta;Azul;7;66.00;Não pago;1049;Leste;Loja Física;0;Campanha B;Ferramenta;462.00;215.84
2025-03-14;Martelo;Azul;8;37.00;Pago;1060;Norte;Online;0;Campanha B;Ferramenta;296.00;230.64
2025-03-14;Marreta;Azul;5;14.00;Não pago;1035;Centro-Oeste;Online;0;Nenhuma;Ferramenta;70.00;232.19
2025-03-15;Martelo;Vermelho;1;72.00;Não pago;1003;Oeste;Loja Física;5;Campanha B;Ferramenta;68.40;228.96
2025-03-15;Marreta;Vermelho;9;93.00;Pago;1042;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;795.15;211.40
2025-03-15;Fita;Preto;6;7.00;Pago;1013;Leste;Loja Física;15;Campanha A;Material;35.70;219.01
2025-03-15;Fita;Azul;3;38.00;Pago;1088;Indefinida;Online;5;Nenhuma;Material;108.30;260.44
2025-03-15;Alicate;Preto;3;45.00;Não pago;1066;Sul;Online;10;Campanha B;Ferramenta;121.50;237.90
2025-03-15;Parafuso;Amarelo;1;22.00;Pago;1006;Norte;Online;10;Campanha B;Material;19.80;223.34
2025-03-15;Marreta;Preto;8;44.00;Não pago;1007;Norte;Online;15;Nenhuma;Ferramenta;299.20;236.13
2025-03-15;Cola;Verde;2;81.00;Pago;1043;Oeste;Loja Física;15;Campanha B;Material;137.70;244.02
2025-03-15;Alicate;Vermelho;1;80.00;Não pago;1063;Sul;Loja Física;10;Campanha A;Ferramenta;72.00;219.02
2025-03-15;Marreta;Vermelho;7;97.00;Pago;1006;Leste;Online;15;Nenhuma;Ferramenta;577.15;223.34
2025-03-15;Marreta;Azul;9;35.00;Pago;1047;Centro-Oeste;Loja Física;15;Nenhuma;Ferramenta;267.75;228.32
2025-03-15;Alicate;Azul;6;60.00;Pago;1061;Centro-Oeste;Online;15;Campanha B;Ferramenta;306.00;226.50
2025-03-15;Fita;Amarelo;8;96.00;Não pago;1024;Sul;Loja Física;5;Campanha B;Material;729.60;223.20
2025-03-15;Marreta;Amarelo;8;3.00;Não pago;1080;Sul;Loja Física;15;Campanha B;Ferramenta;20.40;217.39
2025-03-15;Fita;Verde;9;67.00;Pago;1089;Centro-Oeste;Online;15;Nenhuma;Material;512.55;232.72
2025-03-15;Alicate;Azul;7;72.00;Não pago;1067;Oeste;Online;0;Nenhuma;Ferramenta;504.00;238.80
2025-03-15;Fita;Azul;9;95.00;Não pago;1063;Centro-Oeste;Loja Física;0;Campanha B;Material;855.00;219.02
2025-03-15;Martelo;Amarelo;9;55.00;Não pago;1017;Norte;Online;15;Nenhuma;Ferramenta;420.75;251.90
2025-03-15;Cola;Amarelo;1;9.00;Não pago;1003;Leste;Loja Física;5;Campanha A;Material;8.55;228.96
2025-03-15;Lanterna;Amarelo;6;69.00;Não pago;1016;Sul;Online;0;Campanha B;Eletrônico;414.00;244.52
2025-03-15;Marreta;Vermelho;8;28.00;Pago;1046;Sul;Loja Física;0;Nenhuma;Ferramenta;224.00;250.01
2025-03-15;Parafuso;Preto;9;15.00;Não pago;1080;Oeste;Online;15;Campanha A;Material;114.75;217.39
2025-03-15;Cola;Preto;4;91.00;Pago;1044;Norte;Loja Física;5;Campanha B;Material;345.80;218.94
2025-03-15;Lanterna;Azul;2;31.00;Pago;1088;Centro-Oeste;Online;15;Nenhuma;Eletrônico;52.70;260.44
2025-03-15;Fita;Vermelho;9;59.00;Pago;1057;Norte;Loja Física;0;Campanha B;Material;531.00;237.56
2025-03-15;Marreta;Amarelo;9;82.00;Não pago;1002;Norte;Loja Física;5;Campanha B;Ferramenta;701.10;277.32
2025-03-15;Fita;Azul;8;54.00;Não pago;1011;Oeste;Online;15;Campanha B;Material;367.20;227.44
2025-03-16;Martelo;Vermelho;3;68.00;Pago;1090;Oeste;Loja Física;10;Nenhuma;Ferramenta;183.60;231.73
2025-03-16;Alicate;Verde;5;85.00;Pago;1016;Centro-Oeste;Online;0;Campanha A;Ferramenta;425.00;244.52
2025-03-16;Marreta;Vermelho;2;47.00;Pago;1021;Centro-Oeste;Online;15;Campanha A;Ferramenta;79.90;226.62
2025-03-16;Lanterna;Azul;3;42.00;Pago;1038;Leste;Loja Física;5;Campanha B;Eletrônico;119.70;254.10
2025-03-16;Lanterna;Preto;1;23.00;Não pago;1038;Norte;Online;10;Nenhuma;Eletrônico;20.70;254.10
2025-03-16;Martelo;Amarelo;4;86.00;Pago;1099;Centro-Oeste;Online;15;Nenhuma;Ferramenta;292.40;238.75
2025-03-16;Martelo;Verde;5;65.00;Pago;1015;Oeste;Online;15;Nenhuma;Ferramenta;276.25;275.42
2025-03-16;Marreta;Vermelho;2;89.00;Não pago;1050;Leste;Online;0;Campanha A;Ferramenta;178.00;233.85
2025-03-16;Fita;Azul;3;54.00;Pago;1028;Leste;Online;15;Nenhuma;Material;137.70;226.52
2025-03-16;Parafuso;Azul;6;92.00;Não pago;1077;Oeste;Loja Física;10;Campanha B;Material;496.80;243.96
2025-03-16;Lanterna;Amarelo;6;11.00;Pago;1070;Centro-Oeste;Online;15;Nenhuma;Eletrônico;56.10;231.15
2025-03-16;Lanterna;Azul;7;63.00;Não pago;1040;Oeste;Online;0;Campanha A;Eletrônico;441.00;223.79
2025-03-16;Martelo;Azul;9;22.00;Não pago;1056;Centro-Oeste;Loja Física;10;Campanha A;Ferramenta;178.20;203.09
2025-03-16;Cola;Amarelo;4;54.00;Não pago;1027;Oeste;Online;10;Campanha A;Material;194.40;256.87
2025-03-16;Martelo;Verde;5;89.00;Pago;1076;Oeste;Online;0;Campanha A;Ferramenta;445.00;207.96
2025-03-16;Parafuso;Preto;2;85.00;Não pago;1079;Sul;Loja Física;5;Nenhuma;Material;161.50;243.07
2025-03-16;Fita;Preto;6;36.00;Pago;1020;Centro-Oeste;Loja Física;10;Nenhuma;Material;194.40;229.44
2025-03-16;Fita;Vermelho;4;58.00;Não pago;1003;Norte;Loja Física;5;Campanha A;Material;220.40;228.96
2025-03-16;Cola;Verde;5;20.00;Não pago;1098;Sul;Online;10;Nenhuma;Material;90.00;214.63
2025-03-16;Lanterna;Vermelho;7;16.00;Não pago;1014;Sul;Online;10;Campanha B;Eletrônico;100.80;236.87
2025-03-16;Martelo;Preto;6;92.00;Pago;1052;Sul;Loja Física;0;Campanha A;Ferramenta;552.00;248.45
2025-03-16;Fita;Amarelo;8;56.00;Não pago;1089;Sul;Loja Física;15;Campanha A;Material;380.80;232.72
2025-03-16;Parafuso;Azul;6;93.00;Não pago;1045;Norte;Loja Física;10;Nenhuma;Material;502.20;230.76
2025-03-16;Marreta;Preto;8;50.00;Não pago;1006;Sul;Online;15;Campanha B;Ferramenta;340.00;223.34
2025-03-16;Alicate;Verde;4;90.00;Não pago;1017;Norte;Loja Física;10;Campanha A;Ferramenta;324.00;251.90
2025-03-16;Alicate;Preto;7;66.00;Pago;1088;Norte;Online;5;Campanha B;Ferramenta;438.90;260.44
2025-03-16;Alicate;Verde;3;74.00;Pago;1020;Sul;Loja Física;15;Campanha A;Ferramenta;188.70;229.44
2025-03-16;Lanterna;Verde;1;13.00;Não pago;1007;Leste;Online;5;Nenhuma;Eletrônico;12.35;236.13
2025-03-17;Martelo;Verde;9;15.00;Não pago;1058;Norte;Loja Física;15;Campanha A;Ferramenta;114.75;254.17
2025-03-17;Cola;Vermelho;9;73.00;Não pago;1019;Sul;Loja Física;15;Nenhuma;Material;558.45;224.82
2025-03-17;Fita;Amarelo;6;27.00;Não pago;1081;Oeste;Loja Física;5;Campanha B;Material;153.90;234.18
2025-03-17;Marreta;Preto;2;8.00;Pago;1082;Oeste;Loja Física;0;Nenhuma;Ferramenta;16.00;190.40
2025-03-17;Parafuso;Amarelo;8;70.00;Não pago;1066;Centro-Oeste;Online;5;Nenhuma;Material;532.00;237.90
2025-03-17;Marreta;Azul;6;50.00;Não pago;1054;Norte;Loja Física;0;Campanha A;Ferramenta;300.00;229.21
2025-03-17;Parafuso;Preto;7;88.00;Pago;1061;Norte;Loja Física;0;Campanha A;Material;616.00;226.50
2025-03-17;Lanterna;Amarelo;1;67.00;Não pago;1017;Oeste;Loja Física;15;Campanha B;Eletrônico;56.95;251.90
2025-03-17;Martelo;Amarelo;3;26.00;Não pago;1090;Norte;Online;5;Campanha B;Ferramenta;74.10;231.73
2025-03-17;Alicate;Azul;1;36.00;Pago;1078;Norte;Loja Física;10;Campanha B;Ferramenta;32.40;242.70
2025-03-17;Martelo;Verde;1;21.00;Não pago;1055;Oeste;Loja Física;10;Nenhuma;Ferramenta;18.90;210.24
2025-03-17;Lanterna;Preto;1;77.00;Pago;1084;Sul;Loja Física;5;Nenhuma;Eletrônico;73.15;205.93
2025-03-17;Cola;Preto;4;52.00;Não pago;1021;Oeste;Online;10;Campanha A;Material;187.20;226.62
2025-03-17;Cola;Azul;7;11.00;Pago;1007;Leste;Online;0;Campanha B;Material;77.00;236.13
2025-03-17;Lanterna;Verde;7;8.00;Pago;1010;Oeste;Online;5;Campanha A;Eletrônico;53.20;218.96
2025-03-17;Parafuso;Preto;5;57.00;Não pago;1011;Oeste;Online;0;Campanha A;Material;285.00;227.44
2025-03-17;Fita;Preto;6;46.00;Não pago;1047;Sul;Online;15;Nenhuma;Material;234.60;228.32
2025-03-17;Fita;Preto;2;78.00;Não pago;1062;Indefinida;Online;5;Campanha A;Material;148.20;254.36
2025-03-17;Parafuso;Verde;5;97.00;Não pago;1026;Oeste;Loja Física;10;Nenhuma;Material;436.50;218.76
2025-03-17;Cola;Azul;7;2.00;Pago;1034;Sul;Online;10;Campanha A;Material;12.60;233.87
2025-03-17;Cola;Preto;9;64.00;Não pago;1001;Oeste;Loja Física;0;Campanha B;Material;576.00;230.52
2025-03-17;Cola;Amarelo;6;52.00;Não pago;1098;Sul;Loja Física;15;Campanha B;Material;265.20;214.63
2025-03-17;Martelo;Verde;4;65.00;Não pago;1094;Leste;Loja Física;10;Campanha A;Ferramenta;234.00;198.10
2025-03-17;Cola;Vermelho;3;11.00;Pago;1007;Sul;Online;10;Campanha A;Material;29.70;236.13
2025-03-17;Marreta;Azul;9;6.00;Pago;1019;Norte;Online;15;Campanha B;Ferramenta;45.90;224.82
2025-03-17;Alicate;Amarelo;7;96.00;Pago;1007;Norte;Loja Física;0;Campanha B;Ferramenta;672.00;236.13
2025-03-17;Cola;Preto;6;79.00;Pago;1062;Sul;Loja Física;0;Nenhuma;Material;474.00;254.36
2025-03-18;Parafuso;Vermelho;7;76.00;Pago;1067;Oeste;Loja Física;15;Campanha B;Material;452.20;238.80
2025-03-18;Alicate;Azul;8;64.00;Não pago;1030;Centro-Oeste;Online;15;Nenhuma;Ferramenta;435.20;209.09
2025-03-18;Martelo;Verde;5;93.00;Não pago;1031;Centro-Oeste;Loja Física;0;Campanha B;Ferramenta;465.00;210.38
2025-03-18;Parafuso;Vermelho;3;55.00;Não pago;1012;Leste;Loja Física;5;Campanha A;Material;156.75;233.55
2025-03-18;Alicate;Vermelho;3;44.00;Pago;1085;Leste;Loja Física;0;Campanha A;Ferramenta;132.00;235.54
2025-03-18;Parafuso;Amarelo;2;86.00;Não pago;1025;Centro-Oeste;Online;5;Campanha B;Material;163.40;231.28
2025-03-18;Martelo;Azul;8;14.00;Pago;1080;Centro-Oeste;Online;5;Campanha A;Ferramenta;106.40;217.39
2025-03-18;Marreta;Amarelo;1;83.00;Pago;1028;Sul;Online;5;Nenhuma;Ferramenta;78.85;226.52
2025-03-18;Martelo;Amarelo;8;5.00;Pago;1090;Centro-Oeste;Online;0;Nenhuma;Ferramenta;40.00;231.73
2025-03-18;Martelo;Preto;3;99.00;Pago;1085;Norte;Online;15;Nenhuma;Ferramenta;252.45;235.54
2025-03-18;Parafuso;Verde;9;25.00;Pago;1017;Leste;Loja Física;5;Campanha B;Material;213.75;251.90
2025-03-18;Lanterna;Vermelho;2;50.00;Não pago;1068;Leste;Loja Física;15;Nenhuma;Eletrônico;85.00;231.92
2025-03-18;Fita;Azul;9;73.00;Não pago;1011;Norte;Loja Física;15;Campanha A;Material;558.45;227.44
2025-03-18;Cola;Verde;6;71.00;Não pago;1001;Leste;Online;10;Nenhuma;Material;383.40;230.52
2025-03-18;Cola;Verde;1;82.00;Não pago;1041;Centro-Oeste;Loja Física;15;Campanha B;Material;69.70;252.82
2025-03-18;Marreta;Azul;5;2.00;Pago;1006;Leste;Online;0;Nenhuma;Ferramenta;10.00;223.34
2025-03-18;Marreta;Verde;9;10.00;Não pago;1046;Norte;Online;0;Campanha A;Ferramenta;90.00;250.01
2025-03-18;Cola;Preto;6;2.00;Não pago;1089;Leste;Loja Física;5;Campanha A;Material;11.40;232.72
2025-03-18;Fita;Verde;7;60.00;Pago;1053;Centro-Oeste;Loja Física;0;Campanha B;Material;420.00;202.24
2025-03-18;Cola;Preto;4;45.00;Pago;1014;Sul;Loja Física;5;Nenhuma;Material;171.00;236.87
2025-03-18;Lanterna;Vermelho;1;8.00;Pago;1057;Centro-Oeste;Online;0;Campanha A;Eletrônico;8.00;237.56
2025-03-18;Fita;Vermelho;5;58.00;Não pago;1032;Leste;Loja Física;5;Campanha B;Material;275.50;240.44
2025-03-18;Marreta;Amarelo;2;7.00;Não pago;1066;Oeste;Loja Física;0;Campanha B;Ferramenta;14.00;237.90
2025-03-18;Alicate;Preto;8;99.00;Não pago;1062;Leste;Loja Física;0;Campanha B;Ferramenta;792.00;254.36
2025-03-18;Parafuso;Vermelho;4;87.00;Pago;1047;Leste;Online;5;Campanha B;Material;330.60;228.32
2025-03-18;Lanterna;Verde;1;72.00;Pago;1065;Norte;Online;15;Campanha B;Eletrônico;61.20;270.19
2025-03-18;Lanterna;Azul;7;21.00;Pago;1080;Oeste;Loja Física;10;Campanha B;Eletrônico;132.30;217.39
2025-03-18;Marreta;Azul;2;97.00;Pago;1064;Norte;Online;0;Campanha A;Ferramenta;194.00;247.13
2025-03-19;Marreta;Preto;3;47.00;Pago;1035;Norte;Loja Física;15;Nenhuma;Ferramenta;119.85;232.19
2025-03-19;Martelo;Amarelo;9;1.00;Pago;1016;Centro-Oeste;Online;10;Campanha B;Ferramenta;8.10;244.52
2025-03-19;Lanterna;Verde;9;12.00;Não pago;1001;Sul;Loja Física;10;Nenhuma;Eletrônico;97.20;230.52
2025-03-19;Martelo;Preto;2;75.00;Pago;1032;Leste;Online;0;Campanha B;Ferramenta;150.00;240.44
2025-03-19;Martelo;Azul;3;48.00;Pago;1092;Oeste;Online;15;Campanha A;Ferramenta;122.40;221.13
2025-03-19;Parafuso;Preto;9;94.00;Pago;1005;Leste;Loja Física;0;Campanha A;Material;846.00;223.89
2025-03-19;Martelo;Verde;1;4.00;Pago;1042;Norte;Online;5;Nenhuma;Ferramenta;3.80;211.40
2025-03-19;Fita;Vermelho;2;34.00;Pago;1099;Sul;Loja Física;5;Campanha B;Material;64.60;238.75
2025-03-19;Cola;Verde;2;87.00;Pago;1087;Norte;Loja Física;10;Nenhuma;Material;156.60;241.42
2025-03-19;Alicate;Vermelho;3;32.00;Pago;1010;Leste;Loja Física;5;Campanha B;Ferramenta;91.20;218.96
2025-03-19;Marreta;Vermelho;3;3.00;Pago;1004;Indefinida;Online;15;Campanha B;Ferramenta;7.65;242.55
2025-03-19;Fita;Vermelho;2;92.00;Pago;1029;Leste;Online;5;Campanha B;Material;174.80;241.29
2025-03-19;Alicate;Preto;8;68.00;Não pago;1009;Norte;Loja Física;5;Campanha B;Ferramenta;516.80;246.80
2025-03-19;Lanterna;Azul;8;57.00;Não pago;1090;Oeste;Loja Física;15;Campanha B;Eletrônico;387.60;231.73
2025-03-19;Lanterna;Preto;8;76.00;Não pago;1090;Oeste;Online;15;Campanha B;Eletrônico;516.80;231.73
2025-03-19;Lanterna;Azul;2;24.00;Não pago;1023;Oeste;Loja Física;5;Campanha A;Eletrônico;45.60;242.16
2025-03-19;Fita;Verde;9;33.00;Pago;1058;Oeste;Loja Física;15;Campanha A;Material;252.45;254.17
2025-03-19;Fita;Amarelo;7;3.00;Não pago;1066;Oeste;Loja Física;0;Campanha B;Material;21.00;237.90
2025-03-19;Marreta;Verde;5;4.00;Não pago;1060;Sul;Loja Física;5;Nenhuma;Ferramenta;19.00;230.64
2025-03-19;Cola;Preto;7;30.00;Pago;1025;Sul;Online;10;Nenhuma;Material;189.00;231.28
2025-03-19;Martelo;Preto;8;70.00;Pago;1038;Centro-Oeste;Loja Física;15;Campanha A;Ferramenta;476.00;254.10
2025-03-19;Lanterna;Azul;9;49.00;Pago;1081;Oeste;Online;15;Nenhuma;Eletrônico;374.85;234.18
2025-03-19;Parafuso;Preto;2;30.00;Pago;1002;Norte;Online;0;Campanha B;Material;60.00;277.32
2025-03-19;Cola;Vermelho;6;72.00;Não pago;1037;Norte;Online;0;Campanha B;Material;432.00;222.72
2025-03-19;Parafuso;Preto;9;82.00;Pago;1041;Leste;Online;10;Campanha B;Material;664.20;252.82
2025-03-19;Marreta;Azul;6;16.00;Pago;1047;Oeste;Loja Física;0;Campanha B;Ferramenta;96.00;228.32
2025-03-19;Marreta;Azul;2;53.00;Pago;1088;Norte;Loja Física;0;Campanha B;Ferramenta;106.00;260.44
2025-03-20;Marreta;Vermelho;1;6.00;Não pago;1012;Centro-Oeste;Loja Física;10;Nenhuma;Ferramenta;5.40;233.55
2025-03-20;Alicate;Azul;3;24.00;Não pago;1088;Norte;Loja Física;5;Nenhuma;Ferramenta;68.40;260.44
2025-03-20;Parafuso;Amarelo;5;92.00;Pago;1087;Centro-Oeste;Online;0;Campanha B;Material;460.00;241.42
2025-03-20;Cola;Verde;7;96.00;Não pago;1055;Oeste;Online;5;Campanha B;Material;638.40;210.24
2025-03-20;Cola;Preto;3;89.00;Pago;1058;Leste;Online;10;Nenhuma;Material;240.30;254.17
2025-03-20;Fita;Amarelo;9;28.00;Não pago;1062;Leste;Loja Física;0;Nenhuma;Material;252.00;254.36
2025-03-20;Fita;Preto;4;21.00;Pago;1079;Sul;Online;15;Campanha B;Material;71.40;243.07
2025-03-20;Lanterna;Amarelo;2;8.00;Não pago;1042;Oeste;Online;5;Nenhuma;Eletrônico;15.20;211.40
2025-03-20;Fita;Preto;3;36.00;Não pago;1074;Norte;Loja Física;10;Campanha B;Material;97.20;216.18
2025-03-20;Marreta;Vermelho;5;9.00;Não pago;1056;Leste;Online;15;Campanha A;Ferramenta;38.25;203.09
2025-03-20;Cola;Azul;3;40.00;Pago;1020;Centro-Oeste;Online;0;Campanha B;Material;120.00;229.44
2025-03-20;Parafuso;Azul;5;85.00;Não pago;1094;Centro-Oeste;Loja Física;0;Nenhuma;Material;425.00;198.10
2025-03-20;Marreta;Vermelho;4;51.00;Não pago;1053;Norte;Online;5;Campanha A;Ferramenta;193.80;202.24
2025-03-20;Alicate;Amarelo;3;1.00;Não pago;1078;Norte;Online;0;Nenhuma;Ferramenta;3.00;242.70
2025-03-20;Fita;Verde;6;63.00;Pago;1052;Oeste;Online;15;Nenhuma;Material;321.30;248.45
2025-03-20;Marreta;Amarelo;8;68.00;Não pago;1044;Norte;Online;5;Nenhuma;Ferramenta;516.80;218.94
2025-03-20;Marreta;Azul;4;74.00;Pago;1035;Norte;Online;5;Campanha A;Ferramenta;281.20;232.19
2025-03-20;Alicate;Verde;9;26.00;Pago;1062;Norte;Loja Física;0;Campanha B;Ferramenta;234.00;254.36
2025-03-20;Martelo;Preto;6;40.00;Pago;1000;Leste;Online;10;Campanha A;Ferramenta;216.00;235.80
2025-03-20;Cola;Verde;5;3.00;Pago;1091;Oeste;Online;15;Campanha A;Material;12.75;207.33
2025-03-20;Parafuso;Amarelo;3;9.00;Pago;1096;Norte;Loja Física;0;Campanha A;Material;27.00;230.83
2025-03-20;Lanterna;Vermelho;5;32.00;Não pago;1066;Norte;Loja Física;10;Campanha A;Eletrônico;144.00;237.90
2025-03-20;Martelo;Preto;5;67.00;Pago;1078;Centro-Oeste;Online;5;Campanha A;Ferramenta;318.25;242.70
2025-03-20;Fita;Amarelo;4;4.00;Não pago;1032;Leste;Loja Física;5;Campanha B;Material;15.20;240.44
2025-03-20;Marreta;Preto;6;6.00;Não pago;1031;Norte;Online;0;Campanha B;Ferramenta;36.00;210.38
2025-03-20;Alicate;Verde;3;73.00;Pago;1086;Leste;Online;15;Nenhuma;Ferramenta;186.15;209.64
2025-03-20;Alicate;Azul;1;26.00;Pago;1057;Oeste;Loja Física;0;Nenhuma;Ferramenta;26.00;237.56
2025-03-20;Cola;Amarelo;7;2.00;Pago;1025;Oeste;Online;0;Nenhuma;Material;14.00;231.28
2025-03-21;Martelo;Vermelho;7;66.00;Não pago;1060;Sul;Loja Física;5;Nenhuma;Ferramenta;438.90;230.64
2025-03-21;Lanterna;Verde;4;85.00;Não pago;1016;Centro-Oeste;Online;15;Campanha B;Eletrônico;289.00;244.52
2025-03-21;Cola;Amarelo;9;86.00;Não pago;1072;Sul;Loja Física;0;Nenhuma;Material;774.00;261.87
2025-03-21;Marreta;Vermelho;2;3.00;Não pago;1068;Leste;Loja Física;10;Campanha B;Ferramenta;5.40;231.92
2025-03-21;Cola;Amarelo;1;35.00;Não pago;1028;Centro-Oeste;Online;10;Nenhuma;Material;31.50;226.52
2025-03-21;Parafuso;Verde;3;59.00;Não pago;1062;Norte;Loja Física;15;Campanha A;Material;150.45;254.36
